Alloy Formula,"Composition
 type",Form,Composition in mole percent,"Thickness 
(micron)",fcc lattice parameter for Cu alloys,Bravais lattice in as-annealed form for PdCu based membranes,Latice parameter (nm),Bravais lattice in as-manufactured state,Temperature (°C),"Inverse temperature 
1E3/T (1E3 K-1)","Diffusion 
coefficient
(cm^2.s^-1)",Fabrication technique,"Pressure 
difference  P1^n- P2^n (Pa^n)","Pressure 
exponent 
(n)",Effective area (cm^2),Membrane support,Type of support,Gases,Solubility constant Ks (Pa^-0.5),Hydrogen permeability (mol.m^-1.s^-1.Pa^-n),"Hydrogen Permeation Flux
(mol.m^-2.s^-1)","Permeation 
Activation Energy (KJ/mol)",Hydrogen Permeance (mol.m^-2.s^-1.Pa^-0.5),Feed Flow rate (mL.min^-1),Hydrogen transfer rate s.c.f.h.(mil).(sq.ft.)^-1,Conversion factor,Number,General comments,Reference,DOI/URL,
Pd92.5In6.0Ru0.5Co1.0,weight fraction,foil,Pd92.14In5.54Ru0.52Co1.80,20,,,0.39,fcc,384.12,,,cold rolling and intermediate vacuum annealing,132.4555,0.5,,,,,,1.35E-08,,,,,,,,Data on first heating and fifth heating are collected. Data on cooling is not collected. Data on Figure 1 is collected. Specific permeability = f(T). Specific permeability is in nm3 mm/(m2hMPa0.5). The conversion was made  considering hydrogen has a density of .08988 g/l and molecular mass of 2.01594 g/mol at 0? C. Ref(https://arxiv.org/pdf/1702.06015). The input pressure is selected to be 0.4 MPa while the output is 0.25 MPa.,"(Burkhanov et al., 2021)",https://doi.org/10.1134/S003602952103006X,
Pd92.5In6.0Ru0.5Co1.0,weight fraction,foil,Pd92.14In5.54Ru0.52Co1.80,20,,,0.39,fcc,488.85,,,cold rolling and intermediate vacuum annealing,132.4555,0.5,,,,,,1.92E-08,,,,,,,,Data on first heating and fifth heating are collected. Data on cooling is not collected. Data on Figure 1 is collected. Specific permeability = f(T). Specific permeability is in nm3 mm/(m2hMPa0.5). The conversion was made  considering hydrogen has a density of .08988 g/l and molecular mass of 2.01594 g/mol at 0? C. Ref(https://arxiv.org/pdf/1702.06015). The input pressure is selected to be 0.4 MPa while the output is 0.25 MPa.,"(Burkhanov et al., 2021)",https://doi.org/10.1134/S003602952103006X,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd92.5In6.0Ru0.5Co1.0,weight fraction,foil,Pd92.14In5.54Ru0.52Co1.80,20,,,0.39,fcc,294.17,,,cold rolling and intermediate vacuum annealing,132.4555,0.5,,,,,,9.28E-09,,,,,,,,Data on first heating and fifth heating are collected. Data on cooling is not collected. Data on Figure 1 is collected. Specific permeability = f(T). Specific permeability is in nm3 mm/(m2hMPa0.5). The conversion was made  considering hydrogen has a density of .08988 g/l and molecular mass of 2.01594 g/mol at 0? C. Ref(https://arxiv.org/pdf/1702.06015). The input pressure is selected to be 0.4 MPa while the output is 0.25 MPa.,"(Burkhanov et al., 2021)",https://doi.org/10.1134/S003602952103006X,
Pd92.5In6.0Ru0.5Co1.0,weight fraction,foil,Pd92.14In5.54Ru0.52Co1.80,20,,,0.39,fcc,353.29,,,cold rolling and intermediate vacuum annealing,132.4555,0.5,,,,,,1.20E-08,,,,,,,,Data on first heating and fifth heating are collected. Data on cooling is not collected. Data on Figure 1 is collected. Specific permeability = f(T). Specific permeability is in nm3 mm/(m2hMPa0.5). The conversion was made  considering hydrogen has a density of .08988 g/l and molecular mass of 2.01594 g/mol at 0? C. Ref(https://arxiv.org/pdf/1702.06015). The input pressure is selected to be 0.4 MPa while the output is 0.25 MPa.,"(Burkhanov et al., 2021)",https://doi.org/10.1134/S003602952103006X,
Pd92.5In6.0Ru0.5Co1.0,weight fraction,foil,Pd92.14In5.54Ru0.52Co1.80,20,,,0.39,fcc,409.04,,,cold rolling and intermediate vacuum annealing,132.4555,0.5,,,,,,1.47E-08,,,,,,,,Data on first heating and fifth heating are collected. Data on cooling is not collected. Data on Figure 1 is collected. Specific permeability = f(T). Specific permeability is in nm3 mm/(m2hMPa0.5). The conversion was made  considering hydrogen has a density of .08988 g/l and molecular mass of 2.01594 g/mol at 0? C. Ref(https://arxiv.org/pdf/1702.06015). The input pressure is selected to be 0.4 MPa while the output is 0.25 MPa.,"(Burkhanov et al., 2021)",https://doi.org/10.1134/S003602952103006X,
Pd92.5In6.0Ru0.5Co1.0,weight fraction,foil,Pd92.14In5.54Ru0.52Co1.80,20,,,0.39,fcc,458.03,,,cold rolling and intermediate vacuum annealing,132.4555,0.5,,,,,,1.74E-08,,,,,,,,Data on first heating and fifth heating are collected. Data on cooling is not collected. Data on Figure 1 is collected. Specific permeability = f(T). Specific permeability is in nm3 mm/(m2hMPa0.5). The conversion was made  considering hydrogen has a density of .08988 g/l and molecular mass of 2.01594 g/mol at 0? C. Ref(https://arxiv.org/pdf/1702.06015). The input pressure is selected to be 0.4 MPa while the output is 0.25 MPa.,"(Burkhanov et al., 2021)",https://doi.org/10.1134/S003602952103006X,
Pd92.5In6.0Ru0.5Co1.0,weight fraction,foil,Pd92.14In5.54Ru0.52Co1.80,20,,,0.39,fcc,513.77,,,cold rolling and intermediate vacuum annealing,132.4555,0.5,,,,,,2.03E-08,,,,,,,,Data on first heating and fifth heating are collected. Data on cooling is not collected. Data on Figure 1 is collected. Specific permeability = f(T). Specific permeability is in nm3 mm/(m2hMPa0.5). The conversion was made  considering hydrogen has a density of .08988 g/l and molecular mass of 2.01594 g/mol at 0? C. Ref(https://arxiv.org/pdf/1702.06015). The input pressure is selected to be 0.4 MPa while the output is 0.25 MPa.,"(Burkhanov et al., 2021)",https://doi.org/10.1134/S003602952103006X,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd60.0Cu40.0,weight fraction,foils/self-standing,Pd47.25Cu52.75,25,,,,bcc,400,,,vaccum deposition ,143.2444,0.5,,,,,,5.64E-09,0.032331803,,,,,,,The pressure differential is given in cmHg0.5 and the flux is given in cm3/cm2.min. I converted cm3/cm2.min in mol/m2.s by choosing values values of density at 25?C and M. Data are extracted from Figure 26. The foil was annealed at 450 °C to covert it to BCC,"(Coulter, 2008)",https://www.osti.gov/servlets/purl/899680,
Pd60.0Cu40.0,weight fraction,foils/self-standing,Pd47.25Cu52.75,25,,,,bcc,400,,,vaccum deposition ,181.4429,0.5,,,,,,5.45E-09,0.039570266,,,,,,,The pressure differential is given in cmHg0.5 and the flux is given in cm3/cm2.min. I converted cm3/cm2.min in mol/m2.s by choosing values values of density at 25?C and M. Data are extracted from Figure 26. The foil was annealed at 450 °C to covert it to BCC,"(Coulter, 2008)",https://www.osti.gov/servlets/purl/899680,
Pd60.0Cu40.0,weight fraction,foils/self-standing,Pd47.25Cu52.75,25,,,,bcc,400,,,vaccum deposition ,216.8327,0.5,,,,,,5.61E-09,0.048618345,,,,,,,The pressure differential is given in cmHg0.5 and the flux is given in cm3/cm2.min. I converted cm3/cm2.min in mol/m2.s by choosing values values of density at 25?C and M. Data are extracted from Figure 26. The foil was annealed at 450 °C to covert it to BCC,"(Coulter, 2008)",https://www.osti.gov/servlets/purl/899680,
Pd60.0Cu40.0,weight fraction,foils/self-standing,Pd47.25Cu52.75,25,,,,bcc,400,,,vaccum deposition ,249.9756,0.5,,,,,,5.74E-09,0.057425142,,,,,,,The pressure differential is given in cmHg0.5 and the flux is given in cm3/cm2.min. I converted cm3/cm2.min in mol/m2.s by choosing values values of density at 25?C and M. Data are extracted from Figure 26. The foil was annealed at 450 °C to covert it to BCC,"(Coulter, 2008)",https://www.osti.gov/servlets/purl/899680,
Pd60.0Cu40.0,weight fraction,foils/self-standing,Pd47.25Cu52.75,25,,,,bcc,400,,,vaccum deposition ,281.4332,0.5,,,,,,5.87E-09,0.066111298,,,,,,,The pressure differential is given in cmHg0.5 and the flux is given in cm3/cm2.min. I converted cm3/cm2.min in mol/m2.s by choosing values values of density at 25?C and M. Data are extracted from Figure 26. The foil was annealed at 450 °C to covert it to BCC,"(Coulter, 2008)",https://www.osti.gov/servlets/purl/899680,
Pd60.0Cu40.0,weight fraction,foils/self-standing,Pd47.25Cu52.75,25,,,,bcc,400,,,vaccum deposition ,310.0821,0.5,,,,,,5.92E-09,0.073470402,,,,,,,The pressure differential is given in cmHg0.5 and the flux is given in cm3/cm2.min. I converted cm3/cm2.min in mol/m2.s by choosing values values of density at 25?C and M. Data are extracted from Figure 26. The foil was annealed at 450 °C to covert it to BCC,"(Coulter, 2008)",https://www.osti.gov/servlets/purl/899680,
Pd60.0Cu40.0,weight fraction,foils/self-standing,Pd47.25Cu52.75,25,,,,bcc,400,,,vaccum deposition ,338.7309,0.5,,,,,,5.90E-09,0.079985019,,,,,,,The pressure differential is given in cmHg0.5 and the flux is given in cm3/cm2.min. I converted cm3/cm2.min in mol/m2.s by choosing values values of density at 25?C and M. Data are extracted from Figure 26. The foil was annealed at 450 °C to covert it to BCC,"(Coulter, 2008)",https://www.osti.gov/servlets/purl/899680,
Pd60.0Cu40.0,weight fraction,foils/self-standing,Pd47.25Cu52.75,25,,,,bcc,400,,,vaccum deposition ,365.6946,0.5,,,,,,5.92E-09,0.086620277,,,,,,,The pressure differential is given in cmHg0.5 and the flux is given in cm3/cm2.min. I converted cm3/cm2.min in mol/m2.s by choosing values values of density at 25?C and M. Data are extracted from Figure 26. The foil was annealed at 450 °C to covert it to BCC,"(Coulter, 2008)",https://www.osti.gov/servlets/purl/899680,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd60.0Cu40.0,weight fraction,foils//ecthed foils,Pd47.25Cu52.75,25,,,,bcc,400,,,rolling,572.6929,0.5,,,,,,1.76E-08,0.403285812,,,,,,,The feed pressure is 100 psig and the permeate is at atmospheric pressure 100kPa. I assume n = 0.5. To convert psig to Pa you should first convert to psia by adding 14.7 psi. Then to convert psia to Pa you should multiply by 6894.76. The flux is in mL/cm2min ,"(Edlund, 1999)",https://patents.google.com/patent/US6152995A/en?oq=USP+6%2c152%2c995,
Pd60.0Cu40.0,weight fraction,foils//ecthed foils,Pd47.25Cu52.75,17,,,,bcc,400,,,rolling,572.6929,0.5,,,,,,1.76E-08,0.591485858,,,,,,,The feed pressure is 100 psig and the permeate is at atmospheric pressure 100kPa. I assume n = 0.5. To convert psig to Pa you should first convert to psia by adding 14.7 psi. Then to convert psia to Pa you should multiply by 6894.76. The flux is in mL/cm2min ,"(Edlund, 1999)",https://patents.google.com/patent/US6152995A/en?oq=USP+6%2c152%2c995,
Pd60.0Cu40.0,weight fraction,foils//ecthed foils,Pd47.25Cu52.75,15,,,,bcc,400,,,rolling,572.6929,0.5,,,,,,1.76E-08,0.67214302,,,,,,,The feed pressure is 100 psig and the permeate is at atmospheric pressure 100kPa. I assume n = 0.5. To convert psig to Pa you should first convert to psia by adding 14.7 psi. Then to convert psia to Pa you should multiply by 6894.76. The flux is in mL/cm2min ,"(Edlund, 1999)",https://patents.google.com/patent/US6152995A/en?oq=USP+6%2c152%2c995,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd60.0Cu40.0,weight fraction,foils on silicon wafer,Pd47.25Cu52.75,13,,,,bcc,250,,,vacuum deposition,54.6814,0.5,,,,,,4.84E-09,0.020353049,,,,,,,"The pressure differential was given in psia0.5 and the flux was given in cm3/cm2min. Convert the values in mol and the pressure in Pa. Feed pressures range from 5 to 20 psig. Atmospheric 
pressure is 12 psia in Golden, CO.","(Coulter, 2008)",https://www.osti.gov/servlets/purl/899680,
Pd60.0Cu40.0,weight fraction,foils on silicon wafer,Pd47.25Cu52.75,13,,,,bcc,250,,,vacuum deposition,102.2744,0.5,,,,,,4.88E-09,0.038408173,,,,,,,"The pressure differential was given in psia0.5 and the flux was given in cm3/cm2min. Convert the values in mol and the pressure in Pa. Feed pressures range from 5 to 20 psig. Atmospheric 
pressure is 12 psia in Golden, CO.","(Coulter, 2008)",https://www.osti.gov/servlets/purl/899680,
Pd60.0Cu40.0,weight fraction,foils on silicon wafer,Pd47.25Cu52.75,13,,,,bcc,250,,,vacuum deposition,143.7918,0.5,,,,,,4.48E-09,0.049569522,,,,,,,"The pressure differential was given in psia0.5 and the flux was given in cm3/cm2min. Convert the values in mol and the pressure in Pa. Feed pressures range from 5 to 20 psig. Atmospheric 
pressure is 12 psia in Golden, CO.","(Coulter, 2008)",https://www.osti.gov/servlets/purl/899680,
Pd60.0Cu40.0,weight fraction,foils on silicon wafer,Pd47.25Cu52.75,13,,,,bcc,250,,,vacuum deposition,182.7776,0.5,,,,,,4.10E-09,0.057694328,,,,,,,"The pressure differential was given in psia0.5 and the flux was given in cm3/cm2min. Convert the values in mol and the pressure in Pa. Feed pressures range from 5 to 20 psig. Atmospheric 
pressure is 12 psia in Golden, CO.","(Coulter, 2008)",https://www.osti.gov/servlets/purl/899680,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd48.5Cu51.5,mole fraction,foil,Pd48.50Cu51.50,15,,,,bcc+fcc,362.03,1.57,,heat tratment and rolling,216.2278,0.5,,,,,,2.94E-08,6.36E-06,,,,,,,The inlet pressure is 100 kPa and the outlet is 10 kPa. The hydrogen flux was given as normalized values J*L (flux times thickness).  The n value was not explicitely mentioned,"(Mitsuhara et al., 2022) ",doi:10.2320/jinstmet.J2022012,
Pd48.5Cu51.5,mole fraction,foil,Pd48.50Cu51.50,15,,,,bcc+fcc,326.2,1.67,,heat tratment and rolling,216.2278,0.5,,,,,,3.00E-08,6.48E-06,,,,,,,The inlet pressure is 100 kPa and the outlet is 10 kPa. The hydrogen flux was given as normalized values J*L (flux times thickness).  The n value was not explicitely mentioned,"(Mitsuhara et al., 2022) ",doi:10.2320/jinstmet.J2022012,
Pd48.5Cu51.5,mole fraction,foil,Pd48.50Cu51.50,15,,,,bcc+fcc,240.22,1.95,,heat tratment and rolling,216.2278,0.5,,,,,,2.87E-08,6.21E-06,,,,,,,The inlet pressure is 100 kPa and the outlet is 10 kPa. The hydrogen flux was given as normalized values J*L (flux times thickness).  The n value was not explicitely mentioned,"(Mitsuhara et al., 2022) ",doi:10.2320/jinstmet.J2022012,
Pd48.5Cu51.5,mole fraction,foil,Pd48.50Cu51.50,15,,,,bcc+fcc,131.21,2.47,,heat tratment and rolling,216.2278,0.5,,,,,,1.49E-08,3.23E-06,,,,,,,The inlet pressure is 100 kPa and the outlet is 10 kPa. The hydrogen flux was given as normalized values J*L (flux times thickness).  The n value was not explicitely mentioned,"(Mitsuhara et al., 2022) ",doi:10.2320/jinstmet.J2022012,
Pd48.5Cu51.5,mole fraction,foil,Pd48.50Cu51.50,15,,,,bcc+fcc,31.6,3.28,,heat tratment and rolling,216.2278,0.5,,,,,,1.02E-09,2.20E-07,,,,,,,The inlet pressure is 100 kPa and the outlet is 10 kPa. The hydrogen flux was given as normalized values J*L (flux times thickness).  The n value was not explicitely mentioned,"(Mitsuhara et al., 2022) ",doi:10.2320/jinstmet.J2022012,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd47.0Cu53.0,mole fraction,foil,Pd47.00Cu53.00,15,,,,bcc+fcc,361.34,1.58,,heat tratment and rolling,216.2278,0.5,,,,,,2.46E-08,,,,,,,,The inlet pressure is 100 kPa and the outlet is 10 kPa. The hydrogen flux was given as normalized values J*L (flux times thickness).  The n value was not explicitely mentioned,"(Mitsuhara et al., 2022) ",doi:10.2320/jinstmet.J2022012,
Pd47.0Cu53.0,mole fraction,foil,Pd47.00Cu53.00,15,,,,bcc+fcc,326.84,1.67,,heat tratment and rolling,216.2278,0.5,,,,,,2.40E-08,,,,,,,,The inlet pressure is 100 kPa and the outlet is 10 kPa. The hydrogen flux was given as normalized values J*L (flux times thickness).  The n value was not explicitely mentioned,"(Mitsuhara et al., 2022) ",doi:10.2320/jinstmet.J2022012,
Pd47.0Cu53.0,mole fraction,foil,Pd47.00Cu53.00,15,,,,bcc+fcc,286.94,1.79,,heat tratment and rolling,216.2278,0.5,,,,,,2.23E-08,,,,,,,,The inlet pressure is 100 kPa and the outlet is 10 kPa. The hydrogen flux was given as normalized values J*L (flux times thickness).  The n value was not explicitely mentioned,"(Mitsuhara et al., 2022) ",doi:10.2320/jinstmet.J2022012,
Pd47.0Cu53.0,mole fraction,foil,Pd47.00Cu53.00,15,,,,bcc+fcc,242.99,1.94,,heat tratment and rolling,216.2278,0.5,,,,,,2.05E-08,,,,,,,,The inlet pressure is 100 kPa and the outlet is 10 kPa. The hydrogen flux was given as normalized values J*L (flux times thickness).  The n value was not explicitely mentioned,"(Mitsuhara et al., 2022) ",doi:10.2320/jinstmet.J2022012,
Pd47.0Cu53.0,mole fraction,foil,Pd47.00Cu53.00,15,,,,bcc+fcc,133.39,2.46,,heat tratment and rolling,216.2278,0.5,,,,,,1.23E-08,,,,,,,,The inlet pressure is 100 kPa and the outlet is 10 kPa. The hydrogen flux was given as normalized values J*L (flux times thickness).  The n value was not explicitely mentioned,"(Mitsuhara et al., 2022) ",doi:10.2320/jinstmet.J2022012,
Pd47.0Cu53.0,mole fraction,foil,Pd47.00Cu53.00,15,,,,bcc+fcc,69.13,2.92,,heat tratment and rolling,216.2278,0.5,,,,,,5.34E-09,,,,,,,,The inlet pressure is 100 kPa and the outlet is 10 kPa. The hydrogen flux was given as normalized values J*L (flux times thickness).  The n value was not explicitely mentioned,"(Mitsuhara et al., 2022) ",doi:10.2320/jinstmet.J2022012,
Pd47.0Cu53.0,mole fraction,foil,Pd47.00Cu53.00,15,,,,bcc+fcc,33.58,3.26,,heat tratment and rolling,216.2278,0.5,,,,,,5.69E-10,,,,,,,,The inlet pressure is 100 kPa and the outlet is 10 kPa. The hydrogen flux was given as normalized values J*L (flux times thickness).  The n value was not explicitely mentioned,"(Mitsuhara et al., 2022) ",doi:10.2320/jinstmet.J2022012,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd95.0Ti5.0,weight fraction,foil,Pd89.53Ti10.47,40,,,0.3887,fcc,222.19,,,cold rolling,316.2278,0.5,,,,,,2.98E-10,,23.1,,,,,,"The Pd95Ti5 is  an FCC alloy. The pressure differential is not known, but the n=0.5. A pressure of 100 kPa is assumed","(Tereschenko et al., 2007)",https://doi.org/10.1016/j.ijhydene.2007.03.044,
Pd95.0Ti5.0,weight fraction,foil,Pd89.53Ti10.47,40,,,0.3887,fcc,302.06,,,cold rolling,316.2278,0.5,,,,,,8.21E-10,,23.1,,,,,,"The Pd95Ti5 is  an FCC alloy. The pressure differential is not known, but the n=0.5. A pressure of 100 kPa is assumed","(Tereschenko et al., 2007)",https://doi.org/10.1016/j.ijhydene.2007.03.044,
Pd95.0Ti5.0,weight fraction,foil,Pd89.53Ti10.47,40,,,0.3887,fcc,327.16,,,cold rolling,316.2278,0.5,,,,,,9.66E-10,,23.1,,,,,,"The Pd95Ti5 is  an FCC alloy. The pressure differential is not known, but the n=0.5. A pressure of 100 kPa is assumed","(Tereschenko et al., 2007)",https://doi.org/10.1016/j.ijhydene.2007.03.044,
Pd95.0Ti5.0,weight fraction,foil,Pd89.53Ti10.47,40,,,0.3887,fcc,381.97,,,cold rolling,316.2278,0.5,,,,,,1.40E-09,,23.1,,,,,,"The Pd95Ti5 is  an FCC alloy. The pressure differential is not known, but the n=0.5. A pressure of 100 kPa is assumed","(Tereschenko et al., 2007)",https://doi.org/10.1016/j.ijhydene.2007.03.044,
Pd95.0Ti5.0,weight fraction,foil,Pd89.53Ti10.47,40,,,0.3887,fcc,431.67,,,cold rolling,316.2278,0.5,,,,,,1.81E-09,,23.1,,,,,,"The Pd95Ti5 is  an FCC alloy. The pressure differential is not known, but the n=0.5. A pressure of 100 kPa is assumed","(Tereschenko et al., 2007)",https://doi.org/10.1016/j.ijhydene.2007.03.044,
Pd95.0Ti5.0,weight fraction,foil,Pd89.53Ti10.47,40,,,0.3887,fcc,492.05,,,cold rolling,316.2278,0.5,,,,,,2.51E-09,,23.1,,,,,,"The Pd95Ti5 is  an FCC alloy. The pressure differential is not known, but the n=0.5. A pressure of 100 kPa is assumed","(Tereschenko et al., 2007)",https://doi.org/10.1016/j.ijhydene.2007.03.044,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pd45.0Cu54.8Al0.2,mole fraction,foil,Pd45.00Cu54.80Al0.20,25,,,0.2966,fcc+bcc,600,,,cold rolling,315.2058,0.5,,,,,,9.00E-09,,,,,,,,The primary side was 0.3 MPaG and the secondary side was 0 MPaG. The flow rate was 50 sccm. I assumed the permeability value obtained from the table is the flux instead. Using that to calculate the flux yield an exponent of 10^-8 which is typical for  Palladium copper with bcc structure,Japanese Patent JP 2012-201974,https://patents.google.com/patent/JP2012201974A/en?oq=JP+2012-201974,
Pd45.0Cu54.8In0.2,mole fraction,foil,Pd45.00Cu54.80In0.20,25,,,0.2966,fcc+bcc,600,,,cold rolling,315.2058,0.5,,,,,,6.00E-09,,,,,,,,The primary side was 0.3 MPaG and the secondary side was 0 MPaG. The flow rate was 50 sccm. I assumed the permeability value obtained from the table is the flux instead. Using that to calculate the flux yield an exponent of 10^-8 which is typical for  Palladium copper with bcc structure,Japanese Patent JP 2012-201974,https://patents.google.com/patent/JP2012201974A/en?oq=JP+2012-201974,
Pd45.0Cu54.8Ga0.2,mole fraction,foil,Pd45.00Cu54.80Ga0.20,25,,,0.29756,fcc+bcc,600,,,cold rolling,315.2058,0.5,,,,,,5.08E-08,,,,,,,,The primary side was 0.3 MPaG and the secondary side was 0 MPaG. The flow rate was 50 sccm. I assumed the permeability value obtained from the table is the flux instead. Using that to calculate the flux yield an exponent of 10^-8 which is typical for  Palladium copper with bcc structure,Japanese Patent JP 2012-201974,https://patents.google.com/patent/JP2012201974A/en?oq=JP+2012-201974,
Pd45.0Cu54.2Al0.8,mole fraction,foil,Pd45.00Cu54.20Al0.80,25,,,0.2951,fcc+bcc,600,,,cold rolling,315.2058,0.5,,,,,,1.22E-08,,,,,,,,The primary side was 0.3 MPaG and the secondary side was 0 MPaG. The flow rate was 50 sccm. I assumed the permeability value obtained from the table is the flux instead. Using that to calculate the flux yield an exponent of 10^-8 which is typical for  Palladium copper with bcc structure,Japanese Patent JP 2012-201974,https://patents.google.com/patent/JP2012201974A/en?oq=JP+2012-201974,
Pd45.0Cu54.2In0.8,mole fraction,foil,Pd45.00Cu54.20In0.80,25,,,0.2951,fcc+bcc,600,,,cold rolling,315.2058,0.5,,,,,,9.10E-09,,,,,,,,The primary side was 0.3 MPaG and the secondary side was 0 MPaG. The flow rate was 50 sccm. I assumed the permeability value obtained from the table is the flux instead. Using that to calculate the flux yield an exponent of 10^-8 which is typical for  Palladium copper with bcc structure,Japanese Patent JP 2012-201974,https://patents.google.com/patent/JP2012201974A/en?oq=JP+2012-201974,
Pd45.0Cu54.2Ga0.8,mole fraction,foil,Pd45.00Cu54.20Ga0.80,25,,,0.29906,fcc+bcc,600,,,cold rolling,315.2058,0.5,,,,,,8.70E-09,,,,,,,,The primary side was 0.3 MPaG and the secondary side was 0 MPaG. The flow rate was 50 sccm. I assumed the permeability value obtained from the table is the flux instead. Using that to calculate the flux yield an exponent of 10^-8 which is typical for  Palladium copper with bcc structure,Japanese Patent JP 2012-201974,https://patents.google.com/patent/JP2012201974A/en?oq=JP+2012-201974,
Pd45.0Cu53Al2.0,mole fraction,foil,Pd45.00Cu53.00Al2.00,25,,,0.2921,fcc+bcc,600,,,cold rolling,315.2058,0.5,,,,,,8.60E-09,,,,,,,,The primary side was 0.3 MPaG and the secondary side was 0 MPaG. The flow rate was 50 sccm. I assumed the permeability value obtained from the table is the flux instead. Using that to calculate the flux yield an exponent of 10^-8 which is typical for  Palladium copper with bcc structure,Japanese Patent JP 2012-201974,https://patents.google.com/patent/JP2012201974A/en?oq=JP+2012-201974,
Pd45.0Cu53In2.0,mole fraction,foil,Pd45.00Cu53.00In2.00,25,,,0.2922,fcc+bcc,600,,,cold rolling,315.2058,0.5,,,,,,8.00E-09,,,,,,,,The primary side was 0.3 MPaG and the secondary side was 0 MPaG. The flow rate was 50 sccm. I assumed the permeability value obtained from the table is the flux instead. Using that to calculate the flux yield an exponent of 10^-8 which is typical for  Palladium copper with bcc structure,Japanese Patent JP 2012-201974,https://patents.google.com/patent/JP2012201974A/en?oq=JP+2012-201974,
Pd45.0Cu53Ga2.0,mole fraction,foil,Pd45.00Cu53.00Ga2.00,25,,,0.30204,fcc+bcc,600,,,cold rolling,315.2058,0.5,,,,,,7.80E-09,,,,,,,,The primary side was 0.3 MPaG and the secondary side was 0 MPaG. The flow rate was 50 sccm. I assumed the permeability value obtained from the table is the flux instead. Using that to calculate the flux yield an exponent of 10^-8 which is typical for  Palladium copper with bcc structure,Japanese Patent JP 2012-201974,https://patents.google.com/patent/JP2012201974A/en?oq=JP+2012-201974,
Pd41.0Cu58.8Al0.2,mole fraction,foil,Pd41.00Cu58.80Al0.20,25,,,0.2959,fcc+bcc,600,,,cold rolling,315.2058,0.5,,,,,,8.10E-09,,,,,,,,The primary side was 0.3 MPaG and the secondary side was 0 MPaG. The flow rate was 50 sccm. I assumed the permeability value obtained from the table is the flux instead. Using that to calculate the flux yield an exponent of 10^-8 which is typical for  Palladium copper with bcc structure,Japanese Patent JP 2012-201974,https://patents.google.com/patent/JP2012201974A/en?oq=JP+2012-201974,
Pd50.0Cu49.8Al0.2,mole fraction,foil,Pd50.00Cu49.80Al0.20,25,,,0.2974,fcc+bcc,600,,,cold rolling,315.2058,0.5,,,,,,7.50E-09,,,,,,,,The primary side was 0.3 MPaG and the secondary side was 0 MPaG. The flow rate was 50 sccm. I assumed the permeability value obtained from the table is the flux instead. Using that to calculate the flux yield an exponent of 10^-8 which is typical for  Palladium copper with bcc structure,Japanese Patent JP 2012-201974,https://patents.google.com/patent/JP2012201974A/en?oq=JP+2012-201974,
Pd41.0Cu58.2Al0.8,mole fraction,foil,Pd41.00Cu58.20Al0.80,25,,,0.2944,fcc+bcc,600,,,cold rolling,315.2058,0.5,,,,,,9.40E-09,,,,,,,,The primary side was 0.3 MPaG and the secondary side was 0 MPaG. The flow rate was 50 sccm. I assumed the permeability value obtained from the table is the flux instead. Using that to calculate the flux yield an exponent of 10^-8 which is typical for  Palladium copper with bcc structure,Japanese Patent JP 2012-201974,https://patents.google.com/patent/JP2012201974A/en?oq=JP+2012-201974,
Pd43.0Cu56.2Al0.8,mole fraction,foil,Pd43.00Cu56.20Al0.80,25,,,0.2948,fcc+bcc,600,,,cold rolling,315.2058,0.5,,,,,,1.12E-08,,,,,,,,The primary side was 0.3 MPaG and the secondary side was 0 MPaG. The flow rate was 50 sccm. I assumed the permeability value obtained from the table is the flux instead. Using that to calculate the flux yield an exponent of 10^-8 which is typical for  Palladium copper with bcc structure,Japanese Patent JP 2012-201974,https://patents.google.com/patent/JP2012201974A/en?oq=JP+2012-201974,
Pd47.0Cu52.2Al0.8,mole fraction,foil,Pd47.00Cu52.20Al0.80,25,,,0.2954,fcc+bcc,600,,,cold rolling,315.2058,0.5,,,,,,1.05E-08,,,,,,,,The primary side was 0.3 MPaG and the secondary side was 0 MPaG. The flow rate was 50 sccm. I assumed the permeability value obtained from the table is the flux instead. Using that to calculate the flux yield an exponent of 10^-8 which is typical for  Palladium copper with bcc structure,Japanese Patent JP 2012-201974,https://patents.google.com/patent/JP2012201974A/en?oq=JP+2012-201974,
Pd50.0Cu49.2Al0.8,mole fraction,foil,Pd50.00Cu49.20Al0.80,25,,,0.2959,fcc+bcc,600,,,cold rolling,315.2058,0.5,,,,,,7.20E-09,,,,,,,,The primary side was 0.3 MPaG and the secondary side was 0 MPaG. The flow rate was 50 sccm. I assumed the permeability value obtained from the table is the flux instead. Using that to calculate the flux yield an exponent of 10^-8 which is typical for  Palladium copper with bcc structure,Japanese Patent JP 2012-201974,https://patents.google.com/patent/JP2012201974A/en?oq=JP+2012-201974,
